173, 261, 173, 267, 173.0, 264.0
214, 143, 219, 139, 216.5, 141.0
113, 23, 120, 23, 116.5, 23.0
47, 250, 52, 258, 49.5, 254.0
171, 43, 177, 45, 174.0, 44.0
157, 191, 162, 191, 159.5, 191.0
213, 220, 214, 224, 213.5, 222.0
1, 308, 7, 308, 4.0, 308.0
113, 188, 117, 188, 115.0, 188.0
156, 72, 161, 76, 158.5, 74.0
263, 210, 267, 210, 265.0, 210.0
262, 196, 265, 186, 263.5, 191.0
150, 214, 153, 209, 151.5, 211.5
256, 289, 256, 293, 256.0, 291.0
142, 65, 149, 67, 145.5, 66.0
36, 10, 36, 24, 36.0, 17.0
241, 192, 246, 192, 243.5, 192.0
27, 208, 32, 208, 29.5, 208.0
18, 219, 25, 220, 21.5, 219.5
271, 115, 275, 119, 273.0, 117.0
263, 203, 269, 203, 266.0, 203.0
266, 180, 267, 175, 266.5, 177.5
123, 207, 130, 201, 126.5, 204.0
236, 131, 241, 131, 238.5, 131.0
27, 225, 34, 225, 30.5, 225.0
248, 199, 252, 206, 250.0, 202.5
267, 346, 294, 346, 280.5, 346.0
170, 329, 176, 331, 173.0, 330.0
179, 317, 195, 318, 187.0, 317.5
69, 291, 70, 297, 69.5, 294.0
169, 92, 174, 95, 171.5, 93.5
172, 61, 175, 66, 173.5, 63.5
288, 207, 293, 207, 290.5, 207.0
52, 38, 52, 61, 52.0, 49.5
204, 280, 208, 284, 206.0, 282.0
215, 45, 222, 47, 218.5, 46.0
268, 355, 274, 355, 271.0, 355.0
165, 364, 169, 364, 167.0, 364.0
143, 24, 149, 26, 146.0, 25.0
128, 27, 132, 28, 130.0, 27.5
76, 205, 77, 200, 76.5, 202.5
233, 204, 240, 204, 236.5, 204.0
14, 213, 18, 213, 16.0, 213.0
282, 276, 294, 278, 288.0, 277.0
271, 96, 276, 101, 273.5, 98.5
257, 164, 257, 160, 257.0, 162.0
100, 332, 106, 336, 103.0, 334.0
54, 286, 56, 291, 55.0, 288.5
216, 209, 217, 214, 216.5, 211.5
206, 167, 210, 167, 208.0, 167.0
140, 219, 149, 219, 144.5, 219.0
210, 213, 210, 209, 210.0, 211.0
136, 20, 140, 23, 138.0, 21.5
170, 29, 178, 29, 174.0, 29.0
37, 0, 37, 9, 37.0, 4.5
250, 191, 254, 191, 252.0, 191.0
245, 62, 249, 63, 247.0, 62.5
196, 369, 207, 369, 201.5, 369.0
270, 204, 274, 204, 272.0, 204.0
128, 209, 132, 205, 130.0, 207.0
88, 320, 93, 323, 90.5, 321.5
161, 187, 166, 187, 163.5, 187.0
220, 59, 226, 60, 223.0, 59.5
112, 25, 117, 26, 114.5, 25.5
24, 211, 31, 211, 27.5, 211.0
50, 196, 54, 199, 52.0, 197.5
158, 12, 164, 12, 161.0, 12.0
24, 263, 29, 264, 26.5, 263.5
5, 216, 10, 215, 7.5, 215.5
31, 131, 32, 139, 31.5, 135.0
52, 66, 65, 51, 58.5, 58.5
156, 201, 160, 201, 158.0, 201.0
128, 349, 140, 358, 134.0, 353.5
5, 271, 10, 272, 7.5, 271.5
0, 215, 4, 215, 2.0, 215.0
247, 347, 251, 346, 249.0, 346.5
253, 334, 253, 338, 253.0, 336.0
155, 65, 160, 66, 157.5, 65.5
239, 97, 243, 100, 241.0, 98.5
65, 274, 66, 280, 65.5, 277.0
190, 53, 194, 54, 192.0, 53.5
18, 173, 24, 173, 21.0, 173.0
85, 330, 86, 334, 85.5, 332.0
80, 309, 83, 314, 81.5, 311.5
285, 214, 290, 214, 287.5, 214.0
162, 27, 167, 29, 164.5, 28.0
71, 367, 75, 371, 73.0, 369.0
30, 176, 34, 176, 32.0, 176.0
150, 197, 162, 198, 156.0, 197.5
78, 193, 78, 189, 78.0, 191.0
201, 102, 209, 102, 205.0, 102.0
189, 33, 193, 33, 191.0, 33.0
18, 210, 23, 210, 20.5, 210.0
12, 225, 16, 225, 14.0, 225.0
0, 171, 5, 171, 2.5, 171.0
121, 202, 125, 198, 123.0, 200.0
31, 148, 31, 144, 31.0, 146.0
34, 123, 34, 118, 34.0, 120.5
232, 197, 240, 197, 236.0, 197.0
34, 328, 38, 332, 36.0, 330.0
158, 311, 162, 311, 160.0, 311.0
274, 153, 275, 148, 274.5, 150.5
